ordinal,source_id,name,slug,category,type,rarity,expansion,color,cost_dex,cost_int,cost_str,cost_holy,cost_neutral,cost_dexint,cost_dexstr,cost_intstr,cost_blood,observed_terms,okf_path
336,216139,Cauterize,cauterize,Action,Magic,Common,Core,Blue,0,1,0,0,0,0,0,0,0,Bleeding; Burning; Firecast; HEALTH; Remove,cards/0336-cauterize-216139.okf.md
337,720436,Celestial Claws,celestial-claws,Basic Attack,Melee,Legendary,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,HEALTH; Inflict Burning,cards/0337-celestial-claws-720436.okf.md
338,79122,Censorship,censorship,Action,Utility,Uncommon,Infinitum,Gold,0,0,0,1,0,0,0,0,0,Bury; HEALTH; Zeal,cards/0338-censorship-79122.okf.md
339,362272,Centaur's Truth,centaur-s-truth,Path,Utility,Rare,Eclypse,Aqua,0,0,0,0,0,1,0,0,0,Advance; After; Barrier,cards/0339-centaur-s-truth-362272.okf.md
340,232014,Centaur's Truth II,centaur-s-truth-ii,Path,Utility,Rare,None,Aqua,0,0,0,0,0,1,0,0,0,Advance; After,cards/0340-centaur-s-truth-ii-232014.okf.md
341,550239,Centaur's Truth III,centaur-s-truth-iii,Path,Utility,Rare,None,Aqua,0,0,0,0,0,1,0,0,0,After; Way; Wise Unique,cards/0341-centaur-s-truth-iii-550239.okf.md
342,99729,Center Self,center-self,Action,Utility,Common,Core,Aqua,0,0,0,0,0,1,0,0,0,Focus,cards/0342-center-self-99729.okf.md
343,385139,Centered Strikes,centered-strikes,Enchantment,Utility,Rare,Core,Aqua,0,0,0,0,0,1,0,0,0,Basic Attacks; Focus Unique; Mantras,cards/0343-centered-strikes-385139.okf.md
344,93854,Cerebral Surge,cerebral-surge,Action,Utility,Common,Synthesis,Blue,0,1,0,0,0,0,0,0,0,Chain; Focus; Increase; Maximum Handsize,cards/0344-cerebral-surge-93854.okf.md
345,885279,Ceremony of Roses,ceremony-of-roses,Action,Utility,Legendary,Catalyst,Purple,1,1,1,0,0,0,0,0,0,Blessings; Inflict Charmed; myTotalBlessings,cards/0345-ceremony-of-roses-885279.okf.md
346,86560,Chain Lightning,chain-lightning,Action,Magic,Legendary,Core,Blue,0,1,0,0,0,0,0,0,0,Chain; Gain Chain,cards/0346-chain-lightning-86560.okf.md
347,553022,Chakram,chakram,Basic Attack,Ranged,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Clone; Summon,cards/0347-chakram-553022.okf.md
348,930531,Chalice of Blood,chalice-of-blood,Action,Divine,Legendary,Infinitum,Black,0,0,0,0,0,0,0,0,3,Grounded; Heavy; Maximum Health; On Draw; One Use; permaValue; Take,cards/0348-chalice-of-blood-930531.okf.md
349,555973,Chaos Armor,chaos-armor,Action,Utility,Common,Infinitum,Purple,0,0,0,0,0,0,0,1,0,Armor; Corrupted; Hex; Inflict,cards/0349-chaos-armor-555973.okf.md
350,730040,Chaos Casting,chaos-casting,Enchantment,Utility,Rare,Infinitum,Blue,0,2,0,0,0,0,0,0,0,,cards/0350-chaos-casting-730040.okf.md
351,525063,Chaos Nova,chaos-nova,Action,Corruption,Common,Eclypse,Black,0,0,0,0,0,0,0,0,2,Affliction; Inflict; Nova; novacards; Repeat,cards/0351-chaos-nova-525063.okf.md
352,628311,Chaotic Presence,chaotic-presence,Enchantment,Utility,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Enchantment,cards/0352-chaotic-presence-628311.okf.md
353,415373,Charged,charged,Adaptation,Utility,Common,None,Blue,0,0,0,0,0,0,0,0,0,Chain; Haste; On Hit,cards/0353-charged-415373.okf.md
354,428991,Charged Blade,charged-blade,Basic Attack,Magic,Common,None,Blue,0,0,0,0,0,0,0,0,0,Chain; Piercing,cards/0354-charged-blade-428991.okf.md
355,18906,Charged Slice,charged-slice,Action,Melee,Common,Core Extended,Green,0,0,0,0,0,0,0,0,0,damageBonus; DEX; Upgradeable,cards/0355-charged-slice-18906.okf.md
356,527645,Charged Wand,charged-wand,Basic Attack,Magic,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Afflictions; HEALTH; Improved; my(status)Potency; Potency; Steal; Swap,cards/0356-charged-wand-527645.okf.md
357,165165,Charity,charity,Action,Divine,Rare,Core,Gold,0,0,0,0,0,0,0,0,0,HEALTH,cards/0357-charity-165165.okf.md
358,352334,Chasm,chasm,Action,Melee,Common,Catalyst,Red,0,0,1,0,0,0,0,0,0,Deals; Stagger,cards/0358-chasm-352334.okf.md
359,112476,Chastity,chastity,Action,Divine,Rare,Core,Gold,0,0,0,0,0,0,0,0,0,Impervious,cards/0359-chastity-112476.okf.md
360,111580,Chefs' Kiss,chefs-kiss,Enchantment,Utility,Rare,Eclypse,Red,0,0,2,0,0,0,0,0,0,Charmed; Ingredient; Memorized; my(status)Sated; Sated; Stagger,cards/0360-chefs-kiss-111580.okf.md
361,41020032,Chimera's Visage,chimera-s-visage,Equipment,Utility,Legendary,Core Extended,Aqua,0,0,0,0,0,1,0,0,0,Activate; Channel; Durability; Shift; While,cards/0361-chimera-s-visage-41020032.okf.md
362,413555,Choice Cut,choice-cut,Action,Melee,Common,Eclypse,Red,0,0,1,0,0,0,0,0,0,Delve; Ingredient; On Hit,cards/0362-choice-cut-413555.okf.md
363,543332,Chop 'em Up,chop-em-up,Action,Melee,Uncommon,Eclypse,Red,0,0,2,0,0,0,0,0,0,Conjure; Hit; Ingredient,cards/0363-chop-em-up-543332.okf.md
364,894833,Chorus,chorus,Action,Utility,Common,Metamorphosis,Green,1,0,0,0,0,0,0,0,0,Cascade; Perform,cards/0364-chorus-894833.okf.md
365,41020035,Chromatic Breath,chromatic-breath,Action,Magic,Common,Core Extended,Blue,0,1,0,0,0,0,0,0,0,Attunement; difficultyBonus+3; Has,cards/0365-chromatic-breath-41020035.okf.md
366,363022,Chromatic Orb,chromatic-orb,Action,Magic,Uncommon,Catalyst,Blue,0,0,0,0,1,0,0,0,0,Delve; Orb,cards/0366-chromatic-orb-363022.okf.md
367,607284,Chronomend,chronomend,Action,Utility,Uncommon,Infinitum,Blue,0,1,0,0,0,0,0,0,0,Health,cards/0367-chronomend-607284.okf.md
368,231646,Chump Change,chump-change,Action,Utility,Common,Catalyst,Green,0,0,0,0,0,0,0,0,0,Conjure; Lucky Coin; Performance; Return,cards/0368-chump-change-231646.okf.md
369,203562,City of Gold,city-of-gold,Location,Utility,Legendary,Eclypse,Green,1,0,0,0,2,0,0,0,0,After; GOLD; Grounded; Persistent,cards/0369-city-of-gold-203562.okf.md
370,651144,Clarity,clarity,Action,Utility,Uncommon,Core,Blue,0,1,0,0,0,0,0,0,0,Gain INT; Scholar,cards/0370-clarity-651144.okf.md
371,51635,Claw (Companion),claw-companion,Action,Melee,Common,Synthesis,Orange,0,0,0,0,1,0,0,0,0,Add; Advantage; companionlevel+2; Critical Hit,cards/0371-claw-companion-51635.okf.md
372,258913,Cleansing Presence,cleansing-presence,Enchantment,Utility,Legendary,None,Gold,0,0,0,0,0,0,0,0,0,Burning; HEALTH,cards/0372-cleansing-presence-258913.okf.md
373,75232,Cleansing Waters,cleansing-waters,Action,Utility,Uncommon,Catalyst,Aqua,0,0,0,0,0,1,0,0,0,Clone; Create; Persistent; Regenerate; Tidal,cards/0373-cleansing-waters-75232.okf.md
374,370132,Cleansing Waters,cleansing-waters,Action,Utility,Uncommon,Catalyst,Aqua,0,0,0,0,0,1,0,0,0,Affliction; Cleanse; Persistent,cards/0374-cleansing-waters-370132.okf.md
375,885921,Clear Visions,clear-visions,Enchantment,Utility,Legendary,None,Aqua,0,0,0,0,0,3,0,0,0,Foretell,cards/0375-clear-visions-885921.okf.md
376,992651,Cleave,cleave,Action,Utility,Uncommon,Core,Orange,0,0,0,0,0,0,1,0,0,Basic Attack; Conjure; Flanking; Make,cards/0376-cleave-992651.okf.md
377,872858,Cleave in Twain,cleave-in-twain,Action,Melee,Legendary,Core Extended,Red,0,0,4,0,0,0,0,0,0,Grounded; Health; HEALTH; Set,cards/0377-cleave-in-twain-872858.okf.md
378,625313,Cleavers,cleavers,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Attack; Bleeding; Frenzy,cards/0378-cleavers-625313.okf.md
379,380887,Cleaving Carve,cleaving-carve,Action,Melee,Rare,Synthesis,Red,0,0,2,0,0,0,0,0,0,Adaptation; adaptations; Attack,cards/0379-cleaving-carve-380887.okf.md
380,933450,Clever Maneuver,clever-maneuver,Action,Utility,Uncommon,Synthesis,Orange,0,0,0,0,0,0,0,0,0,Advantage; Ambush; Gain Evasion,cards/0380-clever-maneuver-933450.okf.md
381,265070,Cling to Sanity,cling-to-sanity,Action,Utility,Uncommon,Metamorphosis,Blue,0,1,0,0,0,0,0,0,0,Affliction; Cleanse; Corruption; HEALTH; Remove,cards/0381-cling-to-sanity-265070.okf.md
382,339517,Cloak and Dagger,cloak-and-dagger,Action,Utility,Common,Core,Green,1,0,0,0,0,0,0,0,0,Conjure; Daggers; Evasion; Persistent; Turn,cards/0382-cloak-and-dagger-339517.okf.md
383,138741,Cloak of Night,cloak-of-night,Action,Utility,Common,Catalyst,Orange,0,0,0,0,0,0,0,0,2,Darkness; Double; Ferocity,cards/0383-cloak-of-night-138741.okf.md
384,45713,Cloak of Sand,cloak-of-sand,Action,Utility,Common,Eclypse,Aqua,0,0,0,0,0,0,0,0,0,Ambush; Gain Swiftness; Momentum; Reset,cards/0384-cloak-of-sand-45713.okf.md
385,986009,Clobber,clobber,Action,Melee,Common,Core Extended,Red,0,0,2,0,0,0,0,0,0,Anger; Interrupt Rampage; On Hit; Your Fury,cards/0385-clobber-986009.okf.md
386,577332,Cloudkill,cloudkill,Action,Magic,Rare,Core Extended,Green,2,0,0,0,0,0,0,0,0,Poison; Trigger,cards/0386-cloudkill-577332.okf.md
387,113704,Cluster Grenade,cluster-grenade,Action,Ranged,Uncommon,Infinitum,Red,0,0,0,0,2,0,0,0,0,Charges; Deep Wound; Deplete; Inflict,cards/0387-cluster-grenade-113704.okf.md
388,702052,Code of Chivalry,code-of-chivalry,Code,Divine,Legendary,Catalyst,Gold,0,0,0,3,0,0,0,0,0,Blessings; Code; Double; Grounded; Turn,cards/0388-code-of-chivalry-702052.okf.md
389,519620,Code of Craft,code-of-craft,Code,Utility,Rare,Synthesis,Red,0,0,3,0,0,0,0,0,0,Adapt; Adaptation; Code; Grounded; totalAdaptationSlots,cards/0389-code-of-craft-519620.okf.md
390,775992,Code of Egality,code-of-egality,Code,Divine,Legendary,Eclypse,Aqua,0,0,0,0,0,3,0,0,0,All; Code; Grounded,cards/0390-code-of-egality-775992.okf.md
391,173335,Code of Hope,code-of-hope,Code,Divine,Legendary,Catalyst,Gold,0,0,0,3,0,0,0,0,0,Barrier; Code; Grounded; HEALTH,cards/0391-code-of-hope-173335.okf.md
392,362876,Code of Loyalty,code-of-loyalty,Code,Divine,Rare,Catalyst,Gold,0,0,0,3,0,0,0,0,0,Ascend; Code; Divine; Grounded,cards/0392-code-of-loyalty-362876.okf.md
393,775993,Code of Mind,code-of-mind,Code,Divine,Legendary,Eclypse,Aqua,0,0,0,0,0,3,0,0,0,All; Clarity; Code; Conjure; Grounded; Memorized; Turn,cards/0393-code-of-mind-775993.okf.md
394,35676,Code of Piety,code-of-piety,Code,Divine,Legendary,Core Extended,Gold,0,0,0,3,0,0,0,0,0,Blessings; Code; Grounded; One; Viola Skysworn,cards/0394-code-of-piety-35676.okf.md
395,376703,Code of Poverty,code-of-poverty,Code,Divine,Common,Catalyst,Gold,0,0,0,3,0,0,0,0,0,Code; Gain HOLY; Grounded; Turn,cards/0395-code-of-poverty-376703.okf.md
396,543581,Code of Steel,code-of-steel,Code,Divine,Common,Eclypse,Gold,0,0,0,3,0,0,0,0,0,Battle Spear; Code; Create; Grounded; Scars; Turn,cards/0396-code-of-steel-543581.okf.md
397,707474,Coiled Strike,coiled-strike,Action,Melee,Uncommon,Synthesis,Red,0,0,1,0,0,0,0,0,0,Adapt; Persistent; Turn,cards/0397-coiled-strike-707474.okf.md
398,908,Coinflip,coinflip,Action,Utility,Common,Catalyst,Green,0,0,0,0,0,0,0,0,0,Charges; Heads; Randomly; Tails,cards/0398-coinflip-908.okf.md
399,287107,Colonel,colonel,Enchantment,Utility,Legendary,None,Purple,0,0,0,0,0,0,0,0,0,,cards/0399-colonel-287107.okf.md
400,903546,Combust,combust,Action,Magic,Rare,Core,Blue,0,1,0,0,0,0,0,0,0,Burning; Firecast; Inflict,cards/0400-combust-903546.okf.md
401,169845,Come get me!,come-get-me,Action,Utility,Common,Infinitum,Green,1,0,0,0,0,0,0,0,0,Add; Ambush; Evasion; Snares,cards/0401-come-get-me-169845.okf.md
402,924024,Command,command,Action,Utility,Common,Synthesis,Orange,0,0,0,0,0,0,1,0,0,,cards/0402-command-924024.okf.md
403,716148,Compel,compel,Action,Utility,Uncommon,Synthesis,Blue,0,2,0,0,0,0,0,0,0,Choose One; Companion; Convert; Dazed; Dominated,cards/0403-compel-716148.okf.md
404,7161481,Compel 1,compel-1,Action,Utility,Uncommon,None,Blue,0,1,0,0,0,0,0,0,0,Convert; Dazed; Dominated,cards/0404-compel-1-7161481.okf.md
405,7161482,Compel 2,compel-2,Action,Utility,Uncommon,None,Blue,0,1,0,0,0,0,0,0,0,,cards/0405-compel-2-7161482.okf.md
406,72725,Concordance,concordance,Action,Utility,Rare,Catalyst,Purple,0,1,1,1,0,0,0,0,0,Banner; Grounded; One Use; Select,cards/0406-concordance-72725.okf.md
407,683102,Concussive Bomb,concussive-bomb,Action,Ranged,Legendary,None,Brown,0,0,0,0,3,0,0,0,0,Charge; Inflict Stunned; Persistent; Ready; Speed,cards/0407-concussive-bomb-683102.okf.md
408,525716,Conduit,conduit,Action,Magic,Common,Core,Blue,0,0,0,0,0,0,0,0,0,actionsPlayed; Chain; Charges; Flow,cards/0408-conduit-525716.okf.md
409,103322,Confession,confession,Action,Divine,Common,Catalyst,Green,1,0,0,0,0,0,0,0,0,Corruptions; Gain HOLY,cards/0409-confession-103322.okf.md
410,732973,Conjure Arrow,conjure-arrow,Action,Utility,Common,Core,Aqua,0,0,0,0,0,0,0,0,0,Arrow; Conjure,cards/0410-conjure-arrow-732973.okf.md
411,512721,Conjurers Boon,conjurers-boon,Enchantment,Utility,Legendary,None,Blue,0,3,0,0,0,0,0,0,0,Conjuration; HEALTH,cards/0411-conjurers-boon-512721.okf.md
412,34360,Conquer,conquer,Action,Utility,Rare,Catalyst,Purple,0,0,0,0,0,0,0,1,0,Banner; Memorized; Play; Rally,cards/0412-conquer-34360.okf.md
413,593899,Conquest,conquest,Enchantment,Utility,Rare,Eclypse,Green,2,0,0,0,0,0,0,0,0,Critical Hit; GOLD,cards/0413-conquest-593899.okf.md
414,356836,Consecration,consecration,Enchantment,Divine,Rare,Core,Gold,0,0,0,1,0,0,0,0,0,Basic Attacks; Burning,cards/0414-consecration-356836.okf.md
415,672953,Consume Ashes,consume-ashes,Action,Utility,Common,Infinitum,Orange,0,0,0,0,0,0,0,0,1,Anger; Gain Regenerate; Move,cards/0415-consume-ashes-672953.okf.md
416,946224,Contained Anima,contained-anima,Artifact,Utility,Legendary,Core,Black,0,0,0,0,1,0,0,0,0,Corruption; corruptionCards; Grounded; Improves; Maximum Health; One Use,cards/0416-contained-anima-946224.okf.md
417,757895,Contaminate,contaminate,Action,Utility,Rare,Metaprogress,Green,2,0,0,0,0,0,0,0,0,damageBonus+2; Potency; Upgradeable,cards/0417-contaminate-757895.okf.md
418,163339,Contract of Mercy,contract-of-mercy,Enchantment,Utility,Legendary,None,Orange,0,0,0,0,0,0,0,0,0,Afflictions; Execute; Souls,cards/0418-contract-of-mercy-163339.okf.md
419,784765,Conviction,conviction,Action,Divine,Common,Infinitum,Gold,0,0,0,0,0,0,0,0,0,Bury; Gain HOLY; Zeal,cards/0419-conviction-784765.okf.md
420,255748,Cooking,cooking,Enchantment,Utility,Uncommon,None,Red,0,0,0,0,0,0,0,0,0,Garnish,cards/0420-cooking-255748.okf.md
421,108922,Coordinated Strike,coordinated-strike,Action,Melee,Common,Synthesis,Orange,0,0,0,0,0,0,1,0,0,Advantage; Command; Flanking; Grant,cards/0421-coordinated-strike-108922.okf.md
422,782498,Coronation,coronation,Action,Utility,Legendary,Catalyst,Purple,0,0,0,0,0,0,0,0,0,GOLD; Inflict Charm; INT DEX; myGold; One Use; STR HOLY,cards/0422-coronation-782498.okf.md
423,948538,Corrosive Spirits,corrosive-spirits,Action,Utility,Common,Eclypse,Orange,0,0,0,0,0,0,1,0,0,Ancestral; Inflict; Poison; Repeat; Souls,cards/0423-corrosive-spirits-948538.okf.md
424,643673,Corrupt Magic,corrupt-magic,Action,Corruption,Common,Infinitum,Purple,0,0,0,0,0,0,0,1,1,Affliction; Blessing; Convert,cards/0424-corrupt-magic-643673.okf.md
425,877236,Cosmic Guidance,cosmic-guidance,Action,Utility,Common,Infinitum,Aqua,0,0,0,0,0,1,0,0,0,Choose; Lifedrain; Stardart,cards/0425-cosmic-guidance-877236.okf.md
426,190894,Cosmic Healing,cosmic-healing,Action,Utility,Common,Infinitum,Aqua,0,0,0,0,0,0,0,0,0,Lifedrain; Stardart,cards/0426-cosmic-healing-190894.okf.md
427,223049,Cosmic Insight,cosmic-insight,Action,Utility,Common,Infinitum,Aqua,0,0,0,0,0,0,0,0,0,Shuffle,cards/0427-cosmic-insight-223049.okf.md
428,968729,Cosmic Revelation,cosmic-revelation,Action,Utility,Legendary,Infinitum,Aqua,0,0,0,0,0,3,0,0,0,Focus; Foretold; permaValue+3; Revelation; tempValue,cards/0428-cosmic-revelation-968729.okf.md
429,398107,Counterfeit,counterfeit,Action,Utility,Rare,Catalyst,Green,1,0,0,0,0,0,0,0,0,Coin; Conjure; Corrupted; HOLY; myEnergyHOLY; sinister; Sinister; Upgrade,cards/0429-counterfeit-398107.okf.md
430,814525,Counterspell,counterspell,Action,Magic,Rare,Core,Blue,0,2,0,0,0,0,0,0,0,Charges; Inflict; Jinxed,cards/0430-counterspell-814525.okf.md
431,369826,Court Fungus,court-fungus,Action,Corruption,Common,None,Black,0,0,0,0,0,0,0,0,0,Court Fungus; On Draw; Take,cards/0431-court-fungus-369826.okf.md
432,581939,Court Fungus,court-fungus,Enchantment,Utility,Common,None,Black,0,0,0,0,0,0,0,0,0,Court Fungus; enchantmentStacks+1,cards/0432-court-fungus-581939.okf.md
433,423271,Court of Combat,court-of-combat,Enchantment,Utility,Rare,Metaprogress,Red,0,0,2,0,0,0,0,0,0,Blessing; Interrupt; STR,cards/0433-court-of-combat-423271.okf.md
434,220607,Courtly Manners,courtly-manners,Action,Utility,Common,Catalyst,Purple,0,0,0,0,0,0,0,1,0,Perform; typesOfEnergy,cards/0434-courtly-manners-220607.okf.md
435,269060,Coven of Chaos,coven-of-chaos,Action,Utility,Uncommon,Eclypse,Blue,0,1,0,0,0,0,0,0,0,Affliction; Cursed; Increases; Inflict; s; tempValue+1,cards/0435-coven-of-chaos-269060.okf.md
436,259362,Coven's Sight,coven-s-sight,Action,Corruption,Rare,Eclypse,Blue,0,1,0,0,0,0,0,0,0,BLOOD; Convert; Corrupted; Cursed,cards/0436-coven-s-sight-259362.okf.md
437,628930,Crafty Contract,crafty-contract,Enchantment,Utility,Legendary,None,Orange,0,0,0,0,0,0,0,0,0,Basic Attacks; Execute; Upgrade,cards/0437-crafty-contract-628930.okf.md
438,734100,Cranium Blow,cranium-blow,Action,Melee,Uncommon,Core,Green,1,0,0,0,0,0,0,0,0,Finale; Inflict; Jinxed,cards/0438-cranium-blow-734100.okf.md
439,878881,Creeping Death,creeping-death,Enchantment,Utility,Rare,Eclypse,Orange,0,0,0,0,0,0,1,0,0,Performance; Potency,cards/0439-creeping-death-878881.okf.md
440,966546,Crescendo,crescendo,Action,Utility,Rare,Metamorphosis,Green,2,0,0,0,0,0,0,0,0,Charges; Perform; Performing,cards/0440-crescendo-966546.okf.md
441,4897,Crimson Contract,crimson-contract,Enchantment,Utility,Legendary,None,Orange,0,0,0,0,0,0,0,0,0,Bleeding; Execute; HEALTH,cards/0441-crimson-contract-4897.okf.md
442,245148,Crone's Recipe,crone-s-recipe,Enchantment,Utility,Common,Eclypse,Blue,0,1,0,0,0,0,0,0,0,Cursed; Memorized; Potion,cards/0442-crone-s-recipe-245148.okf.md
443,542853,Crooked Wand,crooked-wand,Basic Attack,Magic,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Affliction; Inflict; Swap,cards/0443-crooked-wand-542853.okf.md
444,219377,Crossbow,crossbow,Basic Attack,Ranged,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Add; Ambush OR; Finale; Snare,cards/0444-crossbow-219377.okf.md
445,325962,Crowd goes Wild,crowd-goes-wild,Enchantment,Utility,Rare,Metamorphosis,Green,1,0,0,0,0,0,0,0,0,After; Performance,cards/0445-crowd-goes-wild-325962.okf.md
446,123753,Crown of Unity,crown-of-unity,Equipment,Utility,Legendary,Catalyst,Brown,0,0,0,0,2,0,0,0,0,Activate; Durability; Surge,cards/0446-crown-of-unity-123753.okf.md
447,155044,Cruel Intent,cruel-intent,Action,Utility,Uncommon,Core,Green,1,0,0,0,0,0,0,0,0,sinister; Sinister,cards/0447-cruel-intent-155044.okf.md
448,25877,Cruelty,cruelty,Enchantment,Utility,Rare,None,Red,0,0,2,0,0,0,0,0,0,Critical Hit; Deep Wound,cards/0448-cruelty-25877.okf.md
449,428845,Crush,crush,Action,Utility,Uncommon,Metamorphosis,Green,1,0,0,0,0,0,0,0,0,Charmed; Cleanse,cards/0449-crush-428845.okf.md
450,476818,Crush (Companion),crush-companion,Action,Melee,Legendary,Synthesis,Orange,0,0,0,0,3,0,0,0,0,Advantage; companionlevel*4; Deep Wound; Inflict; Rampage,cards/0450-crush-companion-476818.okf.md
451,871873,Crushing Blow,crushing-blow,Action,Melee,Common,Core,Red,0,0,2,0,0,0,0,0,0,Frenzy; Gain STR; Rampage,cards/0451-crushing-blow-871873.okf.md
452,22795,Cryo Bomb,cryo-bomb,Action,Ranged,Legendary,None,Brown,0,0,0,0,2,0,0,0,0,Charge; Frozen; Persistent; Ready; Speed,cards/0452-cryo-bomb-22795.okf.md
453,191317,Cryolance,cryolance,Action,Magic,Common,Core,Blue,0,3,0,0,0,0,0,0,0,Frozen; INT; Reduce,cards/0453-cryolance-191317.okf.md
454,113341,Culinary Cutlery,culinary-cutlery,Action,Utility,Rare,Eclypse,Red,0,0,1,0,0,0,0,0,0,Basic Attacks; Conjure; Cooking; NEUTRAL,cards/0454-culinary-cutlery-113341.okf.md
455,839605,Cunning Contract,cunning-contract,Enchantment,Utility,Legendary,None,Orange,0,0,0,0,0,0,0,0,0,Execute; Maximum Health,cards/0455-cunning-contract-839605.okf.md
456,509972,Cunning Plan,cunning-plan,Action,Utility,Uncommon,Core,Green,0,0,0,0,0,0,0,0,0,DEX; Next; Spend,cards/0456-cunning-plan-509972.okf.md
457,509394,Cursed Cauldron,cursed-cauldron,Equipment,Utility,Uncommon,Eclypse,Blue,0,0,0,0,2,0,0,0,0,Activate; Cursed; Deplete; Durability; Hex; Inflict; Transmute,cards/0457-cursed-cauldron-509394.okf.md
458,611711,Cursed Puzzlebox,cursed-puzzlebox,Artifact,Utility,Legendary,Catalyst,Brown,0,0,0,0,4,0,0,0,0,Cursed; Puzzlebox; Swap,cards/0458-cursed-puzzlebox-611711.okf.md
459,137523,Cursed Strike,cursed-strike,Action,Utility,Common,Core Extended,Orange,0,0,0,0,0,0,1,0,0,Basic Attack; Inflict; Make; Random Affliction,cards/0459-cursed-strike-137523.okf.md
460,24427,Cut all Ties,cut-all-ties,Action,Melee,Rare,Infinitum,Green,1,0,0,0,0,0,0,0,0,Add; highestSnareUpgrade; Snare,cards/0460-cut-all-ties-24427.okf.md
461,497980,Cut and Run,cut-and-run,Action,Melee,Uncommon,None,Green,1,0,0,0,0,0,0,0,0,Execute; GOLD,cards/0461-cut-and-run-497980.okf.md
462,882189,Cutlass,cutlass,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,Ambush; Cutlasses; Reset; Swap,cards/0462-cutlass-882189.okf.md
463,195236,Cutlass_OLD,cutlass-old,Basic Attack,Melee,Common,Metaprogress,Brown,0,0,0,0,1,0,0,0,0,(cardvalue); Your Cutlasses,cards/0463-cutlass-old-195236.okf.md
464,528897,Cutting Words,cutting-words,Action,Melee,Common,Metamorphosis,Red,0,0,1,0,0,0,0,0,0,Can; Deep Wound; Flanking; Inflict; On Hit,cards/0464-cutting-words-528897.okf.md
465,781678,Daggers,daggers,Basic Attack,Melee,Common,Core,Brown,0,0,0,0,1,0,0,0,0,Ambush; Critical Hit,cards/0465-daggers-781678.okf.md
466,27785,Daggerstorm,daggerstorm,Action,Utility,Uncommon,Metaprogress,Green,2,0,0,0,0,0,0,0,0,Basic Attack; Gain DEX,cards/0466-daggerstorm-27785.okf.md
467,268495,Damnation,damnation,Action,Magic,Rare,Core Extended,Orange,0,0,0,0,0,0,3,0,0,Execute; HEALTH; Lose; Repeat; souls; Souls,cards/0467-damnation-268495.okf.md
468,286891,Dance of Blight,dance-of-blight,Action,Utility,Common,Eclypse,Orange,0,0,0,0,0,0,0,0,1,Completing; damageBonus+1; Gain Ritualist; Heavy; Performance; Potency; Upgradeable,cards/0468-dance-of-blight-286891.okf.md
469,452202,Dance of Life,dance-of-life,Action,Utility,Rare,Eclypse,Orange,0,0,0,0,0,0,1,0,0,Completing; Gain Ritualist; Heavy; Maximum HEALTH; myMaxHealth/20; Performance; Restore,cards/0469-dance-of-life-452202.okf.md
470,372990,Dance of Spirits,dance-of-spirits,Action,Utility,Uncommon,Eclypse,Orange,0,0,0,0,0,0,0,0,1,Charges; Gain Ritualist; Heavy; Performance; Souls,cards/0470-dance-of-spirits-372990.okf.md
471,677061,Dancing Daggers,dancing-daggers,Action,Utility,Uncommon,Metamorphosis,Green,1,0,0,0,0,0,0,0,0,Basic Attack; Lasting; Performing Perform,cards/0471-dancing-daggers-677061.okf.md
472,848150,Daring Contract,daring-contract,Enchantment,Utility,Legendary,None,Orange,0,0,0,0,0,0,0,0,0,Boss; Execute; Maximum Health,cards/0472-daring-contract-848150.okf.md
473,435439,Daring Dash,daring-dash,Action,Utility,Rare,Infinitum,Green,1,0,0,0,0,0,0,0,0,Charges; Evasion; Finale; Gain DEX; Perform,cards/0473-daring-dash-435439.okf.md
474,443861,Dark Ascension I,dark-ascension-i,Form,Corruption,Common,None,None,0,0,0,0,0,0,0,0,0,Anger; Ascend; difficulty; Reach; VOID,cards/0474-dark-ascension-i-443861.okf.md
475,957938,Dark Ascension II,dark-ascension-ii,Form,Corruption,Common,None,None,0,0,0,0,0,0,0,0,0,Ascend; Lifedrain; Reach; VOID,cards/0475-dark-ascension-ii-957938.okf.md
476,530161,Dark Ascension III,dark-ascension-iii,Form,Corruption,Common,None,None,0,0,0,0,0,0,0,0,0,Dark Ascension; HEALTH; Slain,cards/0476-dark-ascension-iii-530161.okf.md
477,230637,Dark Aspiration,dark-aspiration,Action,Corruption,Common,Catalyst,Green,1,0,0,0,0,0,0,0,2,Corrupted; Increase; Sinister,cards/0477-dark-aspiration-230637.okf.md
478,868625,Dark Blessing,dark-blessing,Action,Corruption,Common,Infinitum,Purple,0,0,0,0,0,0,0,0,1,Affliction; Anger; Inflict,cards/0478-dark-blessing-868625.okf.md
479,382215,Dark End,dark-end,Action,Corruption,Rare,Eclypse,Orange,0,0,0,0,0,0,2,0,1,Effigy; Execute; Maximum HEALTH; Slay; souls; Souls,cards/0479-dark-end-382215.okf.md
